Sucursal;Trimestre Entrega;Capital Entregado ;Cantidad Cuotas;Importe Cuota;Interes Mensual;Zona Residencia;Edad;Nacionalidad;Informa Celular;Informa Tel Particular;Informa Email;Informa Tel Alternativo;Informa Nombre Jefe;Puesto Laboral;Ingreso Formal;Sexo;Target
Once;II;23579;19;1989;0.03;;57;ARGENTINA;SI;NO ;NO;NO;SI;LIMPIEZA Y SEGURIDAD;20381.7;M;Cumplidor
Once;I;8000;15;1313;0.1;Zona Oeste;61;ARGENTINA;SI;NO ;NO;SI;SI;PORTERO;9037.4;F;Cumplidor
Once;I;10000;18;1530;0.1;Zona Oeste;61;ARGENTINA;SI;NO ;NO;SI;SI;PORTERO;9037.4;F;Cumplidor
Once;I;10000;14;1689;0.1;Capital Federal;51;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;9816;M;Cumplidor
Once;I;10000;14;1689;0.1;Capital Federal;42;ARGENTINA;SI;NO ;SI;NO;SI;ADMINISTRACION;14919;F;Cumplidor
Once;I;25000;26;3398;0.1;Capital Federal;56;ARGENTINA;SI;SI;NO;NO;SI;OPERARIO;27732.9;M;Deudor
Once;I;5000;9;1153;0.12;Capital Federal;61;ARGENTINA;SI;SI;NO;NO;SI;LIMPIEZA Y SEGURIDAD;7110;F;Cumplidor
Once;I;8000;11;1565;0.1;Capital Federal;61;ARGENTINA;SI;SI;NO;NO;SI;LIMPIEZA Y SEGURIDAD;7110;F;Cumplidor
Once;IV;5000;6;1689;0.17;Capital Federal;61;ARGENTINA;SI;SI;NO;NO;SI;LIMPIEZA Y SEGURIDAD;7110;F;Cumplidor
Alem;I;20000;18;3060;0.1;Zona Sur;57;ARGENTINA;SI;NO ;SI;NO;SI;ADMINISTRACION;14038;F;Cumplidor
Once;I;15000;17;2344;0.1;Capital Federal;62;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;24712.8;F;Cumplidor
Once;I;10000;14;1689;0.1;Zona Sur;52;ARGENTINA;SI;SI;SI;SI;SI;LIMPIEZA Y SEGURIDAD;16629;M;Cumplidor
Alem;III;10000;11;2039;0.11;Zona Sur;52;ARGENTINA;SI;SI;SI;SI;SI;LIMPIEZA Y SEGURIDAD;16629;M;Cumplidor
Once;I;15000;17;2344;0.1;Zona Sur;39;ARGENTINA;SI;NO ;SI;NO;NO;LIMPIEZA Y SEGURIDAD;14825;F;Deudor
Once;I;7000;9;1614;0.12;Capital Federal;42;ARGENTINA;SI;NO ;SI;NO;SI;ADMINISTRACION;22537.8;M;Cumplidor
Once;II;3000;3;1427;0.14;Capital Federal;42;ARGENTINA;SI;NO ;SI;NO;SI;ADMINISTRACION;22537.8;M;Cumplidor
Alem;IV;10000;14;1689;0.1;Capital Federal;42;ARGENTINA;SI;NO ;SI;NO;SI;ADMINISTRACION;22537.8;M;Cumplidor
Once;I;10000;14;1689;0.1;Capital Federal;35;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;15092;M;Deudor
Once;I;10000;14;1689;0.1;Capital Federal;28;ARGENTINA;SI;NO ;SI;NO;SI;ADMINISTRACION;14582;M;Cumplidor
Once;I;15000;26;2039;0.1;Capital Federal;62;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;20592;M;Cumplidor
Once;I;15000;17;2344;0.1;Capital Federal;46;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;16746;M;Deudor
Once;I;15000;17;2344;0.1;Capital Federal;46;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;16746;M;Deudor
Once;I;12000;17;1875;0.1;Capital Federal;38;ARGENTINA;SI;SI;SI;NO;SI;COMERCIO;9917;F;Cumplidor
Once;I;12000;15;1970;0.1;Capital Federal;33;ARGENTINA;SI;NO ;NO;SI;SI;ADMINISTRACION;12006;F;Cumplidor
Once;II;5000;11;978;0.1;Zona Sur;31;ARGENTINA;SI;SI;SI;SI;SI;COMERCIO;14927;F;Deudor
Once;III;13000;14;2196;0.1;Zona Sur;31;ARGENTINA;SI;SI;SI;SI;SI;COMERCIO;14927;F;Deudor
Once;II;10000;14;1689;0.1;Capital Federal;55;ARGENTINA;SI;SI;SI;NO;SI;ADMINISTRACION;9301;M;Cumplidor
Alem;IV;15000;15;2695;0.11;Capital Federal;55;ARGENTINA;SI;SI;SI;NO;SI;ADMINISTRACION;9301;M;Cumplidor
Once;I;10000;14;1689;0.1;Capital Federal;67;ARGENTINA;SI;SI;SI;NO;SI;PORTERO;17956;M;Cumplidor
Once;II;6000;11;1174;0.1;Capital Federal;67;ARGENTINA;SI;SI;SI;NO;SI;PORTERO;17956;M;Cumplidor
Once;II;5000;9;1153;0.12;;40;ARGENTINA;SI;NO ;SI;NO;SI;ADMINISTRACION;17640;M;Cumplidor
Once;II;10000;14;1689;0.1;Capital Federal;32;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;12788;M;Deudor
Once;II;10000;14;1689;0.1;Capital Federal;29;ARGENTINA;SI;NO ;SI;SI;SI;LIMPIEZA Y SEGURIDAD;14146;F;Deudor
Once;I;14000;18;2142;0.1;Capital Federal;44;ARGENTINA;SI;SI;SI;NO;SI;PORTERO;11883;M;Deudor
Once;II;10000;11;1956;0.1;;50;ARGENTINA;SI;SI;SI;NO;SI;PORTERO;15106;M;Cumplidor
Once;III;10000;9;2409;0.13;;50;ARGENTINA;SI;SI;SI;NO;SI;PORTERO;15106;M;Cumplidor
Once;II;15000;14;2533;0.1;Capital Federal;39;ARGENTINA;SI;SI;SI;NO;SI;PORTERO;25000;M;Cumplidor
Once;II;12000;15;2156;0.11;Capital Federal;39;ARGENTINA;SI;SI;SI;NO;SI;PORTERO;25000;M;Cumplidor
Once;II;8000;9;1845;0.12;Capital Federal;64;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;8085;F;Cumplidor
Once;IV;8000;6;2622;0.16;Capital Federal;64;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;8085;F;Cumplidor
Once;II;5000;11;978;0.1;;56;ARGENTINA;SI;SI;NO;NO;SI;LIMPIEZA Y SEGURIDAD;13821.6;F;Cumplidor
Once;II;10000;14;1689;0.1;;56;ARGENTINA;SI;SI;NO;NO;SI;LIMPIEZA Y SEGURIDAD;13821.6;F;Cumplidor
Once;II;15000;17;2344;0.1;Zona Oeste;52;ARGENTINA;SI;SI;SI;NO;SI;ADMINISTRACION;18727.9;M;Deudor
Alem;II;15000;15;2695;0.11;Zona Oeste;52;ARGENTINA;SI;SI;SI;NO;SI;ADMINISTRACION;18727.9;M;Deudor
Once;II;18000;18;2754;0.1;Capital Federal;53;ARGENTINA;SI;SI;SI;NO;SI;OPERARIO;18316;F;Deudor
Once;II;10000;14;1689;0.1;Zona Sur;48;ARGENTINA;SI;NO ;SI;NO;SI;COMERCIO;10730;F;Deudor
Once;II;5000;9;1153;0.12;;53;ARGENTINA;SI;NO ;SI;NO;SI;PORTERO;11061;M;Deudor
;II;5000;9;1153;0.12;;53;ARGENTINA;SI;NO ;SI;NO;SI;PORTERO;11061;M;Deudor
Once;II;10000;18;1530;0.1;Capital Federal;66;ARGENTINA;SI;SI;NO;NO;SI;LIMPIEZA Y SEGURIDAD;12936;M;Cumplidor
Once;II;10000;14;1689;0.1;Capital Federal;27;ARGENTINA;SI;SI;SI;NO;SI;OPERARIO;15807.8;F;Deudor
Belgrano;II;9000;26;1223;0.1;Capital Federal;39;ARGENTINA;SI;SI;SI;NO;SI;ADMINISTRACION;15000;M;Deudor
Once;II;15000;17;2344;0.1;Zona Sur;46;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;17976;M;Deudor
Once;II;10000;14;1689;0.1;Capital Federal;41;ARGENTINA;SI;SI;SI;NO;SI;ADMINISTRACION;8382;F;Cumplidor
Once;II;10000;11;1956;0.1;Capital Federal;33;ARGENTINA;SI;NO ;SI;NO;SI;COMERCIO;22403;F;Cumplidor
Once;III;10000;6;2682;0.1;Capital Federal;33;ARGENTINA;SI;NO ;SI;NO;SI;COMERCIO;22403;F;Cumplidor
Once;II;10000;14;1689;0.1;Capital Federal;35;ARGENTINA;SI;SI;NO;SI;SI;PORTERO;6964;F;Cumplidor
Once;II;10000;11;1956;0.1;;61;ARGENTINA;SI;SI;NO;SI;SI;OPERARIO;20864.8;M;Cumplidor
Once;II;10000;18;1530;0.1;Capital Federal;60;ARGENTINA;SI;SI;NO;SI;SI;PORTERO;11640;M;Cumplidor
Once;IV;5000;6;1689;0.17;Capital Federal;60;ARGENTINA;SI;SI;NO;SI;SI;PORTERO;11640;M;Cumplidor
Once;II;10000;14;1689;0.1;Capital Federal;35;ARGENTINA;SI;NO ;SI;NO;SI;LIMPIEZA Y SEGURIDAD;12909.8;F;Deudor
Belgrano;II;6000;11;1174;0.1;Capital Federal;49;ARGENTINA;SI;SI;NO;SI;SI;PORTERO;11800;M;Cumplidor
Once;II;12000;17;1875;0.1;Capital Federal;31;ARGENTINA;SI;SI;NO;NO;SI;SALUD;16000;F;Cumplidor
Belgrano;II;7000;11;1369;0.1;Capital Federal;47;ARGENTINA;SI;SI;SI;NO;SI;LIMPIEZA Y SEGURIDAD;13082;M;Deudor
Once;IV;14000;18;2142;0.1;Capital Federal;47;ARGENTINA;SI;SI;SI;NO;SI;LIMPIEZA Y SEGURIDAD;13082;M;Deudor
Once;II;10000;14;1689;0.1;Capital Federal;55;ARGENTINA;NO;SI;NO;SI;SI;PORTERO;29762;M;Cumplidor
Once;II;5000;11;978;0.1;;37;ARGENTINA;SI;NO ;SI;SI;SI;LIMPIEZA Y SEGURIDAD;15180.4;F;Cumplidor
Once;I;15000;17;2344;0.1;Capital Federal;42;ARGENTINA;SI;NO ;SI;NO;NO;PORTERO;13431;M;Cumplidor
Once;II;5000;9;1153;0.12;Capital Federal;42;ARGENTINA;SI;NO ;SI;NO;NO;PORTERO;13431;M;Cumplidor
Once;II;20000;18;3060;0.1;Capital Federal;51;ARGENTINA;SI;NO ;SI;NO;SI;COMERCIO;19000;F;Cumplidor
Once;IV;20000;14;4105;0.13;Capital Federal;51;ARGENTINA;SI;NO ;SI;NO;SI;COMERCIO;19000;F;Cumplidor
Once;IV;20000;14;4015;0.13;Capital Federal;51;ARGENTINA;SI;NO ;SI;NO;SI;COMERCIO;19000;F;Cumplidor
Once;I;10000;18;1530;0.1;Capital Federal;54;ARGENTINA;SI;NO ;SI;NO;SI;COMERCIO;11256;F;Cumplidor
Once;II;8000;11;1565;0.1;Capital Federal;54;ARGENTINA;SI;NO ;SI;NO;SI;COMERCIO;11256;F;Cumplidor
Alem;II;10000;14;1689;0.1;Capital Federal;39;ARGENTINA;SI;SI;NO;NO;NO;LIMPIEZA Y SEGURIDAD;6843.4;F;Cumplidor
Once;IV;12000;18;2281;0.13;Capital Federal;39;ARGENTINA;SI;SI;NO;NO;NO;LIMPIEZA Y SEGURIDAD;6843.4;F;Cumplidor
Once;II;15000;17;2344;0.1;Capital Federal;41;ARGENTINA;SI;SI;SI;NO;SI;OPERARIO;19597;M;Cumplidor
Once;I;20000;18;3060;0.1;Capital Federal;58;ARGENTINA;SI;NO ;NO;NO;SI;LIMPIEZA Y SEGURIDAD;21616.7;M;Cumplidor
Alem;II;5000;9;1153;0.12;Capital Federal;58;ARGENTINA;SI;NO ;NO;NO;SI;LIMPIEZA Y SEGURIDAD;21616.7;M;Cumplidor
Alem;II;15000;17;2344;0.1;Capital Federal;52;ARGENTINA;SI;SI;SI;NO;SI;PORTERO;21000;M;Cumplidor
Once;II;20000;18;3060;0.1;Zona Sur;43;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;30982;M;Deudor
Once;II;20000;18;3060;0.1;Capital Federal;30;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;18981;M;Cumplidor
Once;II;5000;11;978;0.1;Capital Federal;54;ARGENTINA;SI;SI;NO;NO;SI;LIMPIEZA Y SEGURIDAD;15000;M;Cumplidor
Alem;III;13000;17;2032;0.1;Capital Federal;54;ARGENTINA;SI;SI;NO;NO;SI;LIMPIEZA Y SEGURIDAD;15000;M;Cumplidor
Once;II;10000;14;1689;0.1;Capital Federal;57;ARGENTINA;SI;SI;NO;NO;SI;SALUD;19201;F;Cumplidor
Once;II;10000;14;1689;0.1;Capital Federal;;ARGENTINA;SI;NO ;NO;NO;NO;SALUD;17353.3;F;Cumplidor
Once;II;20000;21;2902;0.1;Capital Federal;30;ARGENTINA;SI;NO ;NO;NO;SI;COMERCIO;17000;F;Cumplidor
Once;II;8000;11;1565;0.1;Capital Federal;52;ARGENTINA;NO;NO ;NO;NO;NO;OPERARIO;12000;M;Cumplidor
Once;II;12000;14;2027;0.1;Capital Federal;55;ARGENTINA;SI;NO ;SI;NO;SI;PORTERO;14823;M;Cumplidor
Once;II;10000;18;1530;0.1;Capital Federal;49;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;14994;M;Cumplidor
Once;I;10000;18;1530;0.1;Capital Federal;44;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;6876;F;Cumplidor
Once;II;8000;9;1845;0.12;Capital Federal;44;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;6876;F;Cumplidor
Once;II;3000;3;1427;0.14;Capital Federal;44;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;6876;F;Cumplidor
Once;II;10000;14;1689;0.1;Capital Federal;45;ARGENTINA;SI;NO ;SI;SI;SI;PORTERO;11509.7;M;Cumplidor
Once;II;20000;18;3060;0.1;Capital Federal;38;ARGENTINA;SI;NO ;SI;NO;SI;PORTERO;17104;M;Deudor
Once;II;10000;14;1689;0.1;Capital Federal;38;ARGENTINA;SI;NO ;SI;NO;SI;PORTERO;17104;M;Deudor
Once;II;15000;17;2344;0.1;Capital Federal;55;ARGENTINA;SI;NO ;SI;SI;SI;PORTERO;11925;M;Cumplidor
Alem;II;20000;18;3060;0.1;;40;ARGENTINA;SI;NO ;NO;SI;SI;OPERARIO;13932;M;Deudor
Alem;II;8000;18;1224;0.1;Zona Sur;36;ARGENTINA;SI;NO ;SI;NO;SI;ADMINISTRACION;23032;M;Cumplidor
Once;II;5000;9;1153;0.12;Capital Federal;53;ARGENTINA;SI;SI;SI;NO;SI;ADMINISTRACION;45000;M;Cumplidor
Once;II;10000;14;1689;0.1;;38;ARGENTINA;SI;NO ;SI;NO;SI;COMERCIO;16313;M;Deudor
Once;II;10000;14;1689;0.1;;43;ARGENTINA;SI;NO ;SI;NO;SI;COMERCIO;13260.5;F;Cumplidor
Once;II;20000;15;3283;0.1;Capital Federal;33;ARGENTINA;SI;NO ;SI;NO;SI;PORTERO;19732;M;Deudor
Once;II;10000;14;1689;0.1;Capital Federal;60;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;19739.2;M;Cumplidor
Once;II;10000;18;1530;0.1;Capital Federal;28;ARGENTINA;SI;NO ;SI;NO;NO;COMERCIO;19747;M;Deudor
Once;II;20000;18;3060;0.1;Capital Federal;36;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;16707;M;Cumplidor
Once;II;3000;3;1427;0.14;Capital Federal;36;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;16707;M;Cumplidor
Once;IV;3000;3;1483;0.16;Capital Federal;36;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;16707;M;Cumplidor
Once;II;10000;14;1689;0.1;Zona Norte;27;ARGENTINA;SI;NO ;SI;SI;SI;ADMINISTRACION;9904;M;Deudor
Once;III;10000;6;2682;0.1;Zona Norte;27;ARGENTINA;SI;NO ;SI;SI;SI;ADMINISTRACION;9904;M;Deudor
Alem;II;10000;14;1689;0.1;Capital Federal;41;ARGENTINA;SI;NO ;SI;NO;NO;ADMINISTRACION;20711;F;Deudor
;II;3600;11;661;0.09;Zona Sur;;ARGENTINA;NO;NO ;NO;NO;NO;;;F;Cumplidor
;II;4320;3;1926;0.11;Zona Norte;;ARGENTINA;SI;NO ;NO;NO;NO;;;F;Cumplidor
;II;7796;6;1792;0.06;Capital Federal;;PARAGUAY;NO;NO ;NO;NO;NO;;;F;Cumplidor
;II;4205;3;1838;0.1;Capital Federal;28;ARGENTINA;SI;NO ;NO;NO;NO;;;M;Cumplidor
Once;III;10000;11;1956;0.1;Capital Federal;54;ARGENTINA;SI;NO ;SI;NO;SI;PORTERO;18013;M;Cumplidor
Once;IV;20000;15;3253;0.1;Capital Federal;54;ARGENTINA;SI;NO ;SI;NO;SI;PORTERO;18013;M;Cumplidor
Once;III;10000;14;1689;0.1;Capital Federal;49;ARGENTINA;SI;SI;SI;NO;SI;COMERCIO;14667;M;Cumplidor
Once;I;22000;26;2990;0.1;Capital Federal;48;ARGENTINA;SI;NO ;SI;SI;SI;PORTERO;14421;M;Cumplidor
Once;III;10000;11;1956;0.1;Capital Federal;48;ARGENTINA;SI;NO ;SI;SI;SI;PORTERO;14421;M;Cumplidor
;III;5558;6;1431;0.09;Zona Sur;38;ARGENTINA;SI;NO ;NO;NO;NO;;;F;Cumplidor
Once;III;10000;14;1689;0.1;Capital Federal;58;ARGENTINA;SI;NO ;SI;NO;SI;LIMPIEZA Y SEGURIDAD;12787.9;F;Cumplidor
Once;IV;5000;9;1362;0.16;Capital Federal;58;ARGENTINA;SI;NO ;SI;NO;SI;LIMPIEZA Y SEGURIDAD;12787.9;F;Cumplidor
Once;III;10000;14;1689;0.1;Zona Norte;36;ARGENTINA;SI;SI;SI;NO;SI;SALUD;22143;M;Cumplidor
Once;III;8000;9;1845;0.12;Capital Federal;31;ARGENTINA;SI;SI;SI;NO;SI;PORTERO;12299;F;Cumplidor
Belgrano;III;15000;17;2344;0.1;Capital Federal;39;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;14386;F;Deudor
Once;III;3072;1;3862;0.26;Capital Federal;27;ARGENTINA;SI;NO ;NO;NO;NO;SALUD;;M;Cumplidor
Once;III;15000;17;2344;0.1;Capital Federal;46;ARGENTINA;SI;NO ;NO;SI;SI;PORTERO;15173;M;Deudor
Once;III;5000;9;1153;0.12;Capital Federal;62;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;14870;M;Cumplidor
Once;I;10000;18;1530;0.1;Capital Federal;41;ARGENTINA;SI;NO ;NO;NO;NO;OPERARIO;12035.7;M;Deudor
Once;III;5000;11;978;0.1;Capital Federal;41;ARGENTINA;SI;NO ;NO;NO;NO;OPERARIO;12035.7;M;Deudor
Once;III;12000;14;2027;0.1;Capital Federal;55;ARGENTINA;SI;SI;SI;NO;SI;ADMINISTRACION;17771;M;Cumplidor
Once;III;8736;6;2250;0.09;Zona Sur;37;ARGENTINA;NO;NO ;NO;NO;NO;;20000;M;Cumplidor
;III;10080;11;1494;0.06;Zona Sur;46;ARGENTINA;NO;NO ;NO;NO;NO;;;F;Cumplidor
Once;III;12000;9;2767;0.12;Capital Federal;31;ARGENTINA;SI;NO ;NO;SI;SI;ADMINISTRACION;11457;F;Cumplidor
Alem;III;10000;14;1689;0.1;Zona Sur;39;ARGENTINA;SI;NO ;SI;NO;NO;COMERCIO;19990;M;Cumplidor
Alem;III;10000;14;1689;0.1;Capital Federal;40;ARGENTINA;SI;SI;NO;NO;SI;ADMINISTRACION;21880.9;F;Cumplidor
Once;III;10000;18;1530;0.1;Capital Federal;32;ARGENTINA;SI;NO ;SI;SI;SI;LIMPIEZA Y SEGURIDAD;7019;M;Deudor
Once;III;10000;14;1689;0.1;Capital Federal;37;ARGENTINA;SI;NO ;NO;NO;NO;ADMINISTRACION;12470;M;Deudor
Once;III;15000;26;2039;0.1;;39;ARGENTINA;SI;SI;SI;NO;SI;LIMPIEZA Y SEGURIDAD;8500;F;Cumplidor
Once;III;5000;11;1260;0.16;;39;ARGENTINA;SI;SI;SI;NO;SI;LIMPIEZA Y SEGURIDAD;8500;F;Cumplidor
Alem;III;15000;17;2344;0.1;Capital Federal;42;ARGENTINA;SI;NO ;NO;NO;NO;ADMINISTRACION;50323;M;Deudor
Belgrano;III;5000;11;978;0.1;Zona Norte;28;ARGENTINA;SI;NO ;NO;NO;SI;ADMINISTRACION;11048;M;Deudor
Once;III;12000;17;1875;0.1;Capital Federal;39;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;12533;M;Deudor
Alem;III;24000;18;3673;0.1;Capital Federal;41;ARGENTINA;SI;NO ;SI;NO;SI;ADMINISTRACION;39339;M;Deudor
Once;III;20000;11;3913;0.1;Capital Federal;50;ARGENTINA;SI;SI;NO;SI;SI;PORTERO;15838;M;Cumplidor
Once;III;10000;14;1689;0.1;Capital Federal;26;ARGENTINA;SI;NO ;SI;NO;SI;PORTERO;14441.5;M;Deudor
Once;III;15000;15;2695;0.11;Capital Federal;26;ARGENTINA;SI;NO ;SI;NO;SI;PORTERO;14441.5;M;Deudor
Once;III;10000;14;1689;0.1;Zona Sur;31;ARGENTINA;SI;SI;SI;NO;SI;ADMINISTRACION;16969;M;Deudor
Once;III;5000;11;978;0.1;Zona Sur;;ARGENTINA;SI;SI;SI;SI;SI;LIMPIEZA Y SEGURIDAD;11390;M;Deudor
Once;III;10000;14;1689;0.1;Capital Federal;37;ARGENTINA;SI;NO ;SI;NO;SI;COMERCIO;15000;F;Cumplidor
Once;III;5000;16;800;0.1;Capital Federal;54;ARGENTINA;SI;NO ;NO;NO;SI;LIMPIEZA Y SEGURIDAD;12937;M;Cumplidor
;III;18720;9;3650;0.08;;47;ARGENTINA;SI;NO ;NO;NO;NO;COMERCIO;;M;Cumplidor
;III;4829;6;1243;0.09;Capital Federal;;ARGENTINA;SI;NO ;NO;NO;NO;;;M;Cumplidor
Once;III;10000;11;1956;0.1;Capital Federal;37;ARGENTINA;SI;SI;SI;NO;SI;ADMINISTRACION;27652;M;Deudor
Once;III;5000;16;800;0.1;Capital Federal;;ARGENTINA;SI;SI;NO;NO;SI;LIMPIEZA Y SEGURIDAD;9697.4;F;Cumplidor
Once;IV;5000;9;1362;0.16;Capital Federal;;ARGENTINA;SI;SI;NO;NO;SI;LIMPIEZA Y SEGURIDAD;9697.4;F;Cumplidor
Once;III;10000;14;1689;0.1;Capital Federal;41;ARGENTINA;SI;NO ;SI;NO;SI;ADMINISTRACION;19386;M;Deudor
Once;III;10000;14;1689;0.1;Capital Federal;62;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;8430;F;Cumplidor
;III;1037;3;447;0.1;Zona Sur;;ARGENTINA;SI;SI;NO;NO;NO;;;M;Cumplidor
Once;III;7000;11;1369;0.1;Capital Federal;36;ARGENTINA;SI;SI;SI;NO;SI;ADMINISTRACION;14689.3;F;Cumplidor
Once;III;7000;9;1676;0.13;Capital Federal;36;ARGENTINA;SI;SI;SI;NO;SI;ADMINISTRACION;14689.3;F;Cumplidor
Once;III;10000;14;1689;0.1;Capital Federal;25;ARGENTINA;SI;SI;SI;SI;SI;ADMINISTRACION;18763.8;M;Cumplidor
Once;III;10000;18;1530;0.1;Capital Federal;45;ARGENTINA;SI;NO ;NO;NO;SI;ADMINISTRACION;12840;F;Deudor
Alem;III;10000;14;1689;0.1;Capital Federal;45;ARGENTINA;SI;SI;SI;NO;SI;PORTERO;15113;F;Cumplidor
Once;III;12000;14;2027;0.1;Capital Federal;28;ARGENTINA;SI;NO ;NO;SI;SI;PORTERO;11588.9;M;Cumplidor
Once;III;3000;3;1427;0.14;Capital Federal;28;ARGENTINA;SI;NO ;NO;SI;SI;PORTERO;11588.9;M;Cumplidor
Once;III;10000;14;1689;0.1;Capital Federal;56;ARGENTINA;SI;SI;NO;NO;NO;LIMPIEZA Y SEGURIDAD;9668;F;Cumplidor
Once;III;5000;11;978;0.1;Zona Sur;58;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;7079;F;Cumplidor
Once;IV;5000;6;1739;0.18;Zona Sur;58;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;7079;F;Cumplidor
Once;III;20000;18;3060;0.1;Capital Federal;43;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;21702;M;Cumplidor
Once;III;20000;18;3060;0.1;Capital Federal;52;ARGENTINA;SI;SI;SI;SI;SI;ADMINISTRACION;18028;M;Cumplidor
Once;III;15000;17;2344;0.1;Capital Federal;27;ARGENTINA;SI;NO ;SI;NO;NO;OPERARIO;12831;M;Deudor
Once;III;12000;17;1875;0.1;Capital Federal;58;ARGENTINA;SI;NO ;SI;NO;SI;PORTERO;9752;M;Deudor
Once;III;10000;14;1689;0.1;Capital Federal;30;ARGENTINA;SI;SI;SI;NO;NO;ADMINISTRACION;16677;M;Cumplidor
Once;III;20000;18;3060;0.1;Capital Federal;47;ARGENTINA;SI;SI;SI;SI;SI;COMERCIO;17000;M;Deudor
Once;III;7000;18;1071;0.1;Capital Federal;48;ARGENTINA;SI;SI;NO;NO;NO;COMERCIO;16653.8;F;Deudor
Once;III;10000;18;1530;0.1;Capital Federal;45;ARGENTINA;SI;NO ;SI;NO;SI;COMERCIO;12488.9;F;Deudor
Once;I;26420;19;1940;0.02;Capital Federal;52;ARGENTINA;SI;SI;NO;NO;SI;OPERARIO;18058.4;M;Deudor
Once;II;3000;3;1427;0.14;Capital Federal;52;ARGENTINA;SI;SI;NO;NO;SI;OPERARIO;18058.4;M;Deudor
Once;III;10000;18;1530;0.1;Capital Federal;52;ARGENTINA;SI;SI;NO;NO;SI;OPERARIO;18058.4;M;Deudor
Once;III;10000;14;1689;0.1;Capital Federal;33;ARGENTINA;SI;NO ;SI;NO;SI;LIMPIEZA Y SEGURIDAD;12022;F;Cumplidor
Once;III;10000;18;1530;0.1;Capital Federal;45;ARGENTINA;SI;SI;NO;NO;SI;OPERARIO;14545.8;M;Cumplidor
Once;III;15000;17;2344;0.1;Capital Federal;48;ARGENTINA;SI;SI;NO;NO;SI;ADMINISTRACION;32448;F;Cumplidor
Once;III;10000;14;1689;0.1;Zona Oeste;57;ARGENTINA;SI;NO ;NO;NO;SI;SALUD;15225;F;Cumplidor
Once;III;15000;17;2344;0.1;Zona Oeste;57;ARGENTINA;SI;NO ;NO;NO;SI;SALUD;15225;F;Cumplidor
Belgrano;III;10000;15;1641;0.1;Capital Federal;48;ARGENTINA;SI;NO ;SI;NO;SI;PORTERO;17974;M;Deudor
Once;III;6000;11;1174;0.1;Capital Federal;57;ARGENTINA;SI;SI;SI;NO;SI;PORTERO;15570;M;Cumplidor
Once;III;20000;26;2719;0.1;Capital Federal;42;ARGENTINA;SI;NO ;SI;NO;SI;PORTERO;18485;M;Deudor
Once;III;15000;15;2462;0.1;Capital Federal;37;ARGENTINA;SI;NO ;SI;SI;SI;LIMPIEZA Y SEGURIDAD;11462.3;F;Deudor
;III;15000;17;2344;0.1;Capital Federal;37;ARGENTINA;SI;NO ;SI;SI;SI;LIMPIEZA Y SEGURIDAD;11462.3;F;Deudor
Once;;10000;14;1689;0.1;Zona Norte;52;ARGENTINA;SI;NO ;SI;SI;SI;COMERCIO;15066;M;Deudor
Once;IV;10000;14;1689;0.1;Capital Federal;59;ARGENTINA;SI;SI;NO;NO;SI;COMERCIO;26318;F;Deudor
Once;IV;25000;14;4222;0.1;Zona Norte;35;ARGENTINA;SI;SI;SI;NO;SI;SALUD;17160;F;Cumplidor
Once;IV;25000;14;4222;0.1;Capital Federal;32;ARGENTINA;SI;SI;NO;NO;SI;ADMINISTRACION;25000;F;Cumplidor
Once;IV;16000;14;2702;0.1;Capital Federal;49;ARGENTINA;SI;NO ;SI;SI;SI;LIMPIEZA Y SEGURIDAD;15386.6;F;Deudor
Once;I;10000;18;1530;0.1;Zona Sur;28;ARGENTINA;SI;NO ;NO;NO;NO;SALUD;16572.1;M;Cumplidor
Once;III;3000;3;1427;0.14;Zona Sur;28;ARGENTINA;SI;NO ;NO;NO;NO;SALUD;16572.1;M;Cumplidor
Once;IV;10000;14;1689;0.1;Zona Sur;28;ARGENTINA;SI;NO ;NO;NO;NO;SALUD;16572.1;M;Cumplidor
